objId,flatsCount,buildingClass,wallMaterial,finishTypeCount,freePlan,parkingCount,objEnergyEfficiency
37534,539,Комфорт,Монолит-кирпич,1,Нет,0,A
37533,441,Комфорт,Монолит-кирпич,1,Нет,0,A
37511,615,Комфорт,Монолит-кирпич,1,Нет,0,B
37510,541,Комфорт,Монолит-кирпич,0,Нет,49,B
37509,969,Комфорт,Монолит-кирпич,0,Нет,0,B
37469,51,Типовой,Монолит,1,Нет,0,A+
37468,54,Типовой,Монолит,1,Нет,0,A+
37467,47,Типовой,Монолит-кирпич,1,Нет,0,A+
37302,296,Комфорт,Другое,0,Нет,0,B
37301,505,Комфорт,Другое,0,Нет,0,B
37300,147,Комфорт,Другое,0,Нет,0,B
37299,504,Комфорт,Другое,0,Нет,0,B
37298,296,Комфорт,Другое,0,Нет,0,B
37297,72,Комфорт,Монолит-кирпич,0,Нет,0,B
37296,90,Комфорт,Монолит-кирпич,0,Нет,0,B
37295,90,Комфорт,Монолит-кирпич,0,Нет,0,B
37294,306,Комфорт,Другое,0,Нет,0,D
37293,168,Комфорт,Другое,0,Нет,0,D
37292,135,Типовой,Монолит-кирпич,1,Нет,0,B
37291,60,Типовой,Монолит-кирпич,1,Нет,0,B
37290,135,Типовой,Монолит-кирпич,1,Нет,0,B
37289,60,Типовой,Монолит-кирпич,1,Нет,0,B
37288,135,Типовой,Монолит-кирпич,1,Нет,0,B
37287,135,Типовой,Монолит-кирпич,1,Нет,0,B
37189,479,Комфорт,Монолит-кирпич,1,Нет,28,B
37188,479,Комфорт,Монолит-кирпич,1,Нет,0,B
36956,360,Типовой,Другое,1,Нет,0,B
36955,360,Типовой,Другое,1,Нет,0,B
36954,360,Типовой,Другое,1,Нет,0,B
36776,824,Типовой,Блоки,0,Нет,0,B
36444,102,Комфорт,Панель,1,Нет,0,B
36443,92,Комфорт,Панель,1,Нет,0,B
36442,71,Комфорт,Панель,1,Нет,0,B
36441,346,Типовой,Блоки,0,Нет,0,B
35996,177,Комфорт,Другое,0,Нет,0,D
35995,62,Комфорт,Другое,0,Нет,0,D
35918,1559,Типовой,Монолит-кирпич,1,Нет,0,B
35917,1098,Типовой,Монолит-кирпич,1,Нет,0,B
35627,403,Комфорт,Монолит-кирпич,1,Нет,0,B
35626,192,Типовой,Панель,1,Нет,0,B
35558,504,Комфорт,Монолит-кирпич,1,Нет,0,B
35501,215,Комфорт,Монолит-кирпич,1,Нет,0,B
35500,223,Комфорт,Монолит-кирпич,1,Нет,0,B
35090,97,Комфорт,Монолит-кирпич,1,Нет,0,B
34956,444,Типовой,Другое,1,Нет,0,B
34830,104,Типовой,Монолит-кирпич,1,Нет,0,C
34374,191,Комфорт,Другое,0,Нет,0,B
34373,195,Комфорт,Другое,0,Нет,0,B
34372,401,Комфорт,Другое,0,Нет,0,B
34357,358,Типовой,Монолит-кирпич,1,Нет,0,B
34356,358,Типовой,Монолит-кирпич,1,Нет,0,B
33329,904,Типовой,Монолит-кирпич,0,Нет,0,D
33328,980,Типовой,Монолит-кирпич,0,Нет,0,D
33327,1381,Типовой,Монолит-кирпич,0,Нет,68,D
32377,546,Типовой,Панель,1,Нет,39,B
32376,557,Типовой,Панель,1,Нет,0,B
32375,168,Типовой,Панель,1,Нет,35,B
32374,884,Типовой,Панель,1,Нет,84,B
33665,504,Комфорт,Монолит-кирпич,1,Нет,0,B
32665,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32664,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32663,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32662,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32661,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32660,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32659,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32658,33,Комфорт,Монолит-кирпич,1,Нет,0,B
32925,770,Типовой,Другое,1,Нет,0,C
32457,24,Типовой,Кирпич,1,Нет,0,B
32456,27,Типовой,Кирпич,1,Нет,0,B
32396,7,Комфорт,Кирпич,0,Есть,0,C
32389,5,Комфорт,Кирпич,0,Есть,0,C
32370,24,Комфорт,Кирпич,0,Есть,0,C
32369,20,Комфорт,Кирпич,0,Есть,0,C
31819,194,Типовой,Монолит-кирпич,1,Нет,0,B
30855,508,Типовой,Монолит-кирпич,1,Нет,0,C
30530,454,Типовой,Монолит-кирпич,1,Нет,0,C
30529,727,Типовой,Монолит-кирпич,1,Нет,0,C
30528,479,Типовой,Монолит-кирпич,1,Нет,0,C
30012,70,Типовой,Кирпич,1,Есть,0,B
30011,70,Типовой,Кирпич,1,Есть,0,B
30010,70,Типовой,Кирпич,1,Есть,0,B
30009,70,Типовой,Кирпич,1,Есть,0,B
29772,7,Типовой,Кирпич,1,Нет,0,B
29462,380,Комфорт,Монолит-кирпич,1,Нет,0,B
29205,128,Комфорт,Панель,0,Нет,0,C
29204,160,Комфорт,Панель,1,Нет,0,C
29203,72,Комфорт,Панель,1,Нет,0,C
29202,160,Комфорт,Панель,1,Нет,0,C
29201,79,Комфорт,Панель,1,Нет,0,C
29200,74,Комфорт,Панель,1,Нет,0,C
29199,41,Комфорт,Панель,1,Нет,0,C
28084,64,Комфорт,Монолит-кирпич,1,Нет,0,B
28083,72,Комфорт,Монолит-кирпич,1,Нет,0,B
28082,93,Комфорт,Монолит-кирпич,1,Нет,0,B
28081,104,Комфорт,Монолит-кирпич,1,Нет,0,B
28080,133,Комфорт,Монолит-кирпич,1,Нет,0,B
28079,181,Комфорт,Монолит-кирпич,1,Нет,0,B
27840,24,Типовой,Монолит-кирпич,1,Нет,0,B
27838,24,Типовой,Монолит-кирпич,1,Нет,0,B
27361,70,Комфорт,Монолит-кирпич,1,Нет,0,B
27358,207,Комфорт,Монолит-кирпич,1,Нет,0,B
26629,179,Комфорт,Монолит-кирпич,1,Нет,0,B
26628,115,Комфорт,Монолит-кирпич,1,Нет,0,B
26627,227,Комфорт,Монолит-кирпич,1,Нет,0,B
26285,280,Комфорт,Кирпич,1,Нет,80,A
25575,278,Комфорт,Монолит-кирпич,0,Нет,0,C
25574,333,Комфорт,Монолит-кирпич,0,Нет,0,C
25141,276,Типовой,Монолит-кирпич,1,Нет,0,C
25140,92,Типовой,Монолит-кирпич,1,Нет,0,C
25133,22,Комфорт,Кирпич,0,Нет,0,A
24254,205,Комфорт,Другое,0,Нет,0,B
23683,54,Типовой,Блоки,1,Нет,0,B
23682,54,Типовой,Блоки,1,Нет,0,B
23680,30,Типовой,Блоки,1,Нет,0,B
23494,251,Типовой,Кирпич,1,Нет,0,B
23441,259,Комфорт,Другое,0,Нет,0,C
23440,259,Комфорт,Другое,0,Нет,0,C
23277,32,Типовой,Монолит-кирпич,1,Нет,0,B
23275,27,Типовой,Монолит-кирпич,1,Нет,0,B
23274,32,Типовой,Монолит-кирпич,1,Нет,0,B
23273,31,Типовой,Монолит-кирпич,1,Нет,0,B
23272,31,Типовой,Монолит-кирпич,1,Нет,0,B
23229,192,Типовой,Монолит,1,Нет,0,B
22767,156,Типовой,Монолит-кирпич,0,Нет,0,C
22766,686,Типовой,Монолит-кирпич,0,Нет,0,C
21835,486,Типовой,Монолит-кирпич,1,Нет,0,C
21447,610,Типовой,Кирпич,1,Нет,0,B
21142,1368,Комфорт,Монолит-кирпич,0,Нет,0,C
21141,420,Комфорт,Монолит-кирпич,0,Нет,0,C
21140,1151,Комфорт,Монолит-кирпич,0,Нет,0,C
21139,660,Комфорт,Монолит-кирпич,1,Нет,0,C
21002,55,Комфорт,Монолит-кирпич,1,Нет,28,B
21001,60,Комфорт,Монолит-кирпич,1,Нет,40,B
20843,155,Комфорт,Монолит-кирпич,0,Нет,0,B
20280,583,Комфорт,Другое,1,Нет,0,B
20169,216,Типовой,Монолит-кирпич,0,Нет,0,B
20167,900,Типовой,Монолит-кирпич,0,Нет,0,B
19457,229,Комфорт,Монолит-кирпич,1,Нет,96,C
19194,739,Комфорт,Монолит-кирпич,0,Нет,0,C
19193,1709,Комфорт,Монолит-кирпич,0,Нет,0,C
19192,289,Комфорт,Монолит-кирпич,0,Нет,0,C
19191,91,Комфорт,Монолит-кирпич,0,Нет,0,C
19189,117,Комфорт,Монолит-кирпич,0,Нет,0,C
19188,848,Комфорт,Монолит-кирпич,0,Нет,0,C
19187,1422,Комфорт,Монолит-кирпич,1,Нет,0,C
17848,15,Комфорт,Кирпич,1,Есть,0,B
17399,274,Комфорт,Монолит-кирпич,0,Нет,0,B
17398,604,Комфорт,Монолит-кирпич,0,Нет,0,B
17397,817,Комфорт,Монолит-кирпич,0,Нет,0,B
17396,352,Комфорт,Монолит-кирпич,0,Нет,0,B
17395,272,Комфорт,Монолит-кирпич,0,Нет,0,B
17394,369,Комфорт,Монолит-кирпич,0,Нет,0,B
17393,272,Комфорт,Монолит-кирпич,0,Нет,0,B
17392,272,Комфорт,Монолит-кирпич,0,Нет,0,B
17391,369,Комфорт,Монолит-кирпич,0,Нет,0,B
17390,272,Комфорт,Монолит-кирпич,0,Нет,0,B
17389,344,Комфорт,Монолит-кирпич,0,Нет,0,B
17388,256,Комфорт,Монолит-кирпич,0,Нет,0,B
14203,630,Комфорт,Другое,1,Нет,0,B
10443,652,Комфорт,Другое,1,Нет,0,B
10430,544,Комфорт,Другое,1,Есть,0,A+
9455,93,Типовой,Монолит-кирпич,1,Нет,0,C
9454,72,Типовой,Монолит-кирпич,1,Нет,0,C
9453,62,Типовой,Монолит-кирпич,1,Нет,0,C
9452,124,Типовой,Монолит-кирпич,1,Нет,0,C
8001,638,Типовой,Монолит-кирпич,1,Нет,0,B
7940,68,Типовой,Монолит-кирпич,1,Нет,0,C
7939,142,Типовой,Монолит-кирпич,1,Нет,0,C
7572,60,Типовой,Монолит-кирпич,1,Нет,0,C
7571,182,Типовой,Монолит-кирпич,1,Нет,0,C
5644,54,Комфорт,Другое,0,Есть,0,B
5643,36,Комфорт,Другое,0,Есть,0,B
5642,28,Комфорт,Другое,0,Есть,0,B
5641,48,Комфорт,Другое,0,Есть,0,B
5114,869,Комфорт,Другое,0,Нет,274,C
4952,780,Комфорт,Монолит-кирпич,1,Нет,228,B
4951,740,Комфорт,Монолит-кирпич,1,Нет,149,B
3645,48,Комфорт,Панель,1,Нет,0,B
3643,48,Комфорт,Панель,1,Нет,0,B
3642,48,Комфорт,Панель,1,Нет,0,B
3639,48,Комфорт,Панель,1,Нет,0,B
3637,48,Комфорт,Панель,1,Нет,0,B
3636,36,Комфорт,Панель,1,Нет,0,B
3635,48,Комфорт,Панель,1,Нет,0,B
3634,48,Комфорт,Панель,1,Нет,0,B
3633,36,Комфорт,Панель,1,Нет,0,B
3632,46,Комфорт,Панель,1,Нет,0,B
3630,48,Комфорт,Панель,1,Нет,0,B
3628,48,Комфорт,Панель,1,Нет,0,B
3645,48,Комфорт,Панель,1,Нет,0,B
3643,48,Комфорт,Панель,1,Нет,0,B
3642,48,Комфорт,Панель,1,Нет,0,B
3639,48,Комфорт,Панель,1,Нет,0,B
3637,48,Комфорт,Панель,1,Нет,0,B
3636,36,Комфорт,Панель,1,Нет,0,B
3635,48,Комфорт,Панель,1,Нет,0,B
3634,48,Комфорт,Панель,1,Нет,0,B
3633,36,Комфорт,Панель,1,Нет,0,B
3632,46,Комфорт,Панель,1,Нет,0,B
3630,48,Комфорт,Панель,1,Нет,0,B
3628,48,Комфорт,Панель,1,Нет,0,B
