objId,flatsCount,buildingClass,wallMaterial,finishTypeCount,freePlan,parkingCount,objEnergyEfficiency
60051,30,Бизнес,Другое,1,Нет,0,D
60050,46,Бизнес,Другое,1,Нет,0,C
60049,28,Бизнес,Другое,1,Нет,0,D
60018,416,Комфорт,Монолит-кирпич,1,Нет,0,C
60017,171,Комфорт,Монолит-кирпич,1,Нет,0,C
60016,192,Комфорт,Монолит-кирпич,1,Нет,0,C
60015,152,Комфорт,Монолит-кирпич,1,Нет,0,C
60014,171,Комфорт,Монолит-кирпич,1,Нет,0,C
60013,192,Комфорт,Монолит-кирпич,1,Нет,0,C
60012,140,Комфорт,Монолит-кирпич,1,Нет,0,C
59990,238,Бизнес,Монолит-кирпич,1,Нет,0,A
59989,193,Бизнес,Монолит-кирпич,1,Нет,0,A
59510,180,Комфорт,Другое,2,Есть,81,A
59509,188,Комфорт,Другое,3,Есть,74,A
59331,182,Бизнес,Монолит-кирпич,1,Нет,102,B
59306,234,Бизнес,Монолит-кирпич,1,Нет,0,A+
59305,500,Бизнес,Монолит-кирпич,1,Нет,0,A+
58698,281,Бизнес,Монолит-кирпич,1,Нет,105,A
58563,125,Бизнес,Монолит-кирпич,1,Есть,63,C
58469,108,Комфорт,Другое,1,Нет,0,B
58468,87,Комфорт,Другое,1,Нет,0,B
58467,182,Комфорт,Другое,1,Нет,0,B
58371,494,Бизнес,Монолит-кирпич,1,Нет,216,B
58264,518,Типовой,Монолит-кирпич,1,Нет,0,B
58262,129,Типовой,Монолит-кирпич,1,Нет,0,B
58261,129,Типовой,Монолит-кирпич,1,Нет,0,B
58202,666,Типовой,Монолит-кирпич,1,Нет,50,A+
57942,40,Комфорт,Другое,1,Нет,0,B
57931,99,Комфорт,Монолит-кирпич,1,Есть,0,B
57930,194,Комфорт,Монолит-кирпич,1,Есть,0,B
57929,137,Комфорт,Монолит-кирпич,1,Есть,0,B
57928,112,Комфорт,Монолит-кирпич,1,Есть,0,B
57927,168,Комфорт,Монолит-кирпич,1,Есть,0,B
57926,162,Комфорт,Монолит-кирпич,1,Есть,0,B
57871,787,Комфорт,Другое,1,Нет,146,B
57776,606,Комфорт,Монолит-кирпич,1,Нет,469,D
57774,308,Комфорт,Монолит-кирпич,1,Нет,216,D
57737,237,Комфорт,Другое,1,Нет,0,B
57736,225,Комфорт,Другое,1,Нет,0,B
57735,248,Комфорт,Другое,1,Нет,0,B
57734,213,Комфорт,Другое,1,Нет,0,B
57733,547,Комфорт,Другое,1,Нет,0,B
57732,1527,Комфорт,Другое,1,Нет,323,B
57731,107,Комфорт,Другое,1,Нет,0,B
57730,365,Комфорт,Другое,1,Нет,0,B
57729,107,Комфорт,Другое,1,Нет,0,B
57440,91,Комфорт,Монолит,1,Нет,60,C
57297,216,Комфорт,Монолит-кирпич,1,Нет,0,A
57296,211,Комфорт,Монолит-кирпич,1,Нет,0,A
57295,216,Комфорт,Монолит-кирпич,1,Нет,0,A
57264,1028,Комфорт,Другое,1,Нет,355,B
56887,329,Комфорт,Другое,1,Нет,118,B
56868,350,Типовой,Монолит-кирпич,1,Нет,0,B
56840,474,Комфорт,Другое,1,Нет,168,B
56646,187,Комфорт,Монолит-кирпич,1,Нет,0,C
56645,197,Комфорт,Монолит-кирпич,1,Нет,0,C
56644,414,Комфорт,Монолит-кирпич,1,Нет,0,C
56643,133,Комфорт,Монолит-кирпич,1,Нет,0,C
56642,446,Комфорт,Монолит-кирпич,1,Нет,0,C
56641,123,Комфорт,Монолит-кирпич,1,Нет,0,C
56640,389,Комфорт,Монолит-кирпич,1,Нет,0,C
56505,708,Комфорт,Другое,3,Нет,200,B
56454,9,Бизнес,Монолит-кирпич,1,Есть,0,A++
56453,9,Бизнес,Монолит-кирпич,1,Есть,0,A++
56397,805,Комфорт,Монолит-кирпич,2,Нет,455,C
56396,216,Комфорт,Монолит-кирпич,1,Нет,86,C
56360,207,Комфорт,Монолит-кирпич,1,Нет,0,A+
56295,252,Комфорт,Монолит-кирпич,1,Нет,0,A+
56291,135,Комфорт,Монолит-кирпич,1,Нет,0,A+
56290,127,Комфорт,Монолит-кирпич,1,Нет,0,A+
56277,471,Комфорт,Монолит,1,Нет,0,A
56276,336,Комфорт,Монолит-кирпич,1,Нет,0,A
56246,569,Бизнес,Монолит-кирпич,1,Нет,161,B
56245,568,Бизнес,Монолит-кирпич,1,Нет,127,B
55839,627,Комфорт,Монолит-кирпич,1,Нет,163,B
55838,627,Комфорт,Монолит-кирпич,1,Нет,163,B
55721,646,Комфорт,Другое,2,Нет,70,B
55720,591,Комфорт,Другое,2,Нет,70,B
55682,604,Комфорт,Монолит-кирпич,1,Нет,107,B
55558,70,Типовой,Монолит-кирпич,1,Нет,35,B
55479,236,Комфорт,Монолит-кирпич,0,Нет,0,B
55478,273,Комфорт,Монолит-кирпич,0,Нет,0,B
55476,1576,Комфорт,Монолит-кирпич,0,Нет,177,B
54947,581,Комфорт,Монолит-кирпич,1,Нет,323,A
54869,560,Типовой,Монолит-кирпич,1,Нет,203,B
54561,264,Комфорт,Монолит-кирпич,1,Есть,0,B
54560,237,Комфорт,Монолит-кирпич,1,Есть,0,B
54535,667,Типовой,Монолит-кирпич,1,Нет,50,A+
54440,275,Комфорт,Монолит-кирпич,1,Есть,0,B
54439,102,Комфорт,Монолит-кирпич,1,Есть,0,B
54438,189,Комфорт,Монолит-кирпич,1,Есть,0,B
54389,164,Комфорт,Кирпич,1,Нет,0,B
54388,798,Комфорт,Монолит-кирпич,1,Нет,315,B
54381,44,Комфорт,Монолит-кирпич,1,Нет,0,B
54380,223,Комфорт,Монолит-кирпич,1,Нет,0,B
54379,223,Комфорт,Монолит-кирпич,1,Нет,0,B
54244,288,Бизнес,Другое,1,Нет,0,A
54243,911,Бизнес,Другое,1,Нет,0,A
54176,358,Комфорт,Монолит-кирпич,0,Нет,61,B
54153,1163,Бизнес,Другое,1,Нет,757,A
54149,1271,Комфорт,Другое,0,Нет,0,C
54021,159,Комфорт,Монолит-кирпич,1,Нет,0,B
54020,344,Комфорт,Монолит-кирпич,1,Нет,0,B
54019,337,Комфорт,Монолит-кирпич,1,Нет,0,B
54018,340,Комфорт,Монолит-кирпич,1,Нет,0,B
53860,415,Комфорт,Монолит-кирпич,1,Нет,154,C
53836,227,Комфорт,Монолит-кирпич,1,Нет,97,C
53529,145,Комфорт,Другое,1,Нет,0,C
53528,1601,Комфорт,Другое,1,Нет,690,C
53469,273,Комфорт,Другое,1,Нет,0,B
53392,259,Комфорт,Другое,1,Нет,0,B
53391,272,Комфорт,Другое,1,Нет,99,B
53390,509,Комфорт,Другое,1,Нет,0,B
53331,83,Бизнес,Монолит-кирпич,1,Нет,35,A+
53127,577,Бизнес,Другое,1,Нет,0,C
53001,280,Комфорт,Монолит-кирпич,2,Нет,0,A
53000,276,Комфорт,Монолит-кирпич,2,Нет,0,A
52999,291,Комфорт,Монолит-кирпич,2,Нет,0,A
52998,566,Комфорт,Монолит-кирпич,2,Нет,0,A
52997,679,Комфорт,Монолит-кирпич,2,Нет,0,A
52995,626,Комфорт,Монолит-кирпич,2,Нет,0,A
52908,19,Комфорт,Монолит-кирпич,1,Нет,0,A
52907,27,Комфорт,Монолит-кирпич,1,Нет,0,A
52906,27,Комфорт,Монолит-кирпич,1,Нет,0,A
52905,27,Комфорт,Монолит-кирпич,1,Нет,0,A
52904,171,Комфорт,Монолит-кирпич,1,Нет,0,A
52903,171,Комфорт,Монолит-кирпич,1,Нет,0,A
52902,27,Комфорт,Монолит-кирпич,1,Нет,0,A
52901,27,Комфорт,Монолит-кирпич,1,Нет,0,A
52900,171,Комфорт,Монолит-кирпич,1,Нет,0,A
52899,128,Комфорт,Монолит-кирпич,1,Нет,0,A
52844,113,Бизнес,Монолит-кирпич,1,Нет,45,B
52807,194,Комфорт,Монолит-кирпич,1,Нет,99,C
52734,1065,Бизнес,Монолит-кирпич,1,Нет,628,A
52617,770,Комфорт,Другое,1,Нет,0,B
52616,770,Комфорт,Другое,1,Нет,0,B
52615,202,Бизнес,Монолит-кирпич,1,Нет,0,A
52614,202,Бизнес,Монолит-кирпич,1,Нет,0,A
52613,207,Бизнес,Монолит-кирпич,1,Нет,0,A
52612,207,Бизнес,Монолит-кирпич,1,Нет,0,A
52429,62,Комфорт,Монолит-кирпич,1,Нет,0,A+
52316,94,Комфорт,Монолит-кирпич,1,Нет,0,A+
52244,62,Комфорт,Монолит-кирпич,1,Нет,0,A+
52226,40,Комфорт,Монолит-кирпич,1,Нет,0,A+
52225,86,Комфорт,Монолит-кирпич,1,Нет,0,A+
52074,241,Комфорт,Монолит-кирпич,1,Нет,0,B
51920,174,Комфорт,Монолит-кирпич,1,Нет,0,C
51919,236,Комфорт,Монолит-кирпич,1,Нет,0,C
51918,227,Комфорт,Монолит-кирпич,1,Нет,99,C
51917,253,Комфорт,Монолит-кирпич,1,Нет,0,C
51663,728,Комфорт,Другое,1,Нет,370,A
51613,271,Комфорт,Монолит-кирпич,1,Нет,0,B
51612,240,Комфорт,Монолит-кирпич,1,Нет,0,B
51611,240,Комфорт,Монолит-кирпич,1,Нет,99,B
51610,264,Комфорт,Монолит-кирпич,1,Нет,0,B
51575,301,Комфорт,Другое,1,Нет,163,B
51353,839,Комфорт,Другое,1,Нет,0,C
51352,1062,Комфорт,Другое,1,Нет,0,C
51297,900,Комфорт,Монолит-кирпич,1,Нет,333,A
51238,271,Комфорт,Монолит-кирпич,0,Нет,76,B
51069,20,Бизнес,Монолит-кирпич,1,Нет,0,A
51068,570,Бизнес,Монолит-кирпич,1,Нет,298,A
50936,17,Бизнес,Монолит-кирпич,1,Есть,21,A
50935,21,Бизнес,Монолит-кирпич,1,Есть,21,A
50918,17,Бизнес,Монолит-кирпич,1,Есть,22,A
50744,222,Комфорт,Другое,1,Нет,0,C
50742,968,Комфорт,Другое,1,Нет,0,C
50709,812,Комфорт,Монолит-кирпич,1,Нет,90,A
50708,360,Бизнес,Другое,1,Нет,116,B
50683,21,Бизнес,Монолит-кирпич,1,Есть,22,A
50546,192,Комфорт,Монолит-кирпич,1,Нет,0,A
50545,244,Комфорт,Монолит-кирпич,1,Нет,0,A
50544,244,Комфорт,Монолит-кирпич,1,Нет,0,A
50543,251,Комфорт,Монолит-кирпич,1,Нет,0,A
50542,251,Комфорт,Монолит-кирпич,1,Нет,0,A
50490,408,Комфорт,Другое,1,Нет,0,A
50489,408,Комфорт,Другое,1,Нет,0,A
50488,360,Комфорт,Другое,1,Нет,0,A
50487,384,Комфорт,Другое,1,Нет,0,A
50486,384,Типовой,Другое,1,Нет,0,A
50403,52,Комфорт,Монолит-кирпич,1,Нет,0,A
50391,248,Комфорт,Монолит-кирпич,1,Нет,0,A
50390,248,Комфорт,Монолит-кирпич,1,Нет,0,A
50389,248,Комфорт,Монолит-кирпич,1,Нет,0,A
50058,724,Комфорт,Другое,1,Нет,267,B
49928,370,Типовой,Монолит-кирпич,1,Нет,50,B
49927,349,Типовой,Монолит-кирпич,1,Нет,50,B
49622,265,Комфорт,Монолит,1,Нет,99,B
49605,564,Комфорт,Монолит-кирпич,1,Нет,0,B
49576,563,Комфорт,Монолит-кирпич,1,Нет,0,B
49558,214,Бизнес,Другое,0,Нет,0,A
49376,1291,Комфорт,Монолит-кирпич,1,Нет,470,B
49375,900,Комфорт,Монолит-кирпич,1,Нет,247,B
49374,547,Комфорт,Монолит-кирпич,1,Нет,132,B
48884,264,Комфорт,Монолит-кирпич,1,Есть,0,B
48727,190,Комфорт,Монолит-кирпич,0,Нет,31,B
48726,227,Комфорт,Монолит-кирпич,0,Нет,30,B
48556,215,Комфорт,Монолит-кирпич,1,Нет,0,B
48554,270,Комфорт,Монолит-кирпич,1,Нет,171,B
47642,462,Комфорт,Монолит-кирпич,1,Нет,245,B
47632,372,Типовой,Монолит-кирпич,0,Нет,60,B
47561,1200,Комфорт,Монолит-кирпич,1,Нет,327,A
47560,1079,Комфорт,Монолит-кирпич,1,Нет,198,A
47558,1040,Комфорт,Монолит-кирпич,1,Нет,0,A
47557,1128,Комфорт,Монолит-кирпич,1,Нет,333,A
47550,566,Бизнес,Монолит-кирпич,2,Нет,178,B
47526,263,Бизнес,Монолит-кирпич,1,Нет,156,A
47440,1806,Комфорт,Монолит-кирпич,1,Нет,557,C
47439,903,Комфорт,Монолит-кирпич,1,Нет,347,C
47389,787,Бизнес,Другое,1,Нет,490,B
47118,141,Комфорт,Монолит-кирпич,1,Нет,0,B
47117,141,Комфорт,Монолит-кирпич,1,Нет,0,B
47116,368,Комфорт,Кирпич,1,Нет,181,B
47047,168,Бизнес,Другое,1,Есть,155,A
46985,282,Комфорт,Монолит-кирпич,1,Нет,0,B
46983,94,Комфорт,Монолит-кирпич,1,Нет,0,B
46982,342,Комфорт,Монолит-кирпич,1,Нет,198,B
46915,1254,Комфорт,Монолит-кирпич,1,Нет,494,B
46728,606,Комфорт,Другое,1,Нет,364,B
46563,547,Комфорт,Монолит-кирпич,1,Нет,72,B
46519,148,Комфорт,Монолит-кирпич,1,Нет,0,A
46518,173,Комфорт,Монолит-кирпич,1,Нет,0,A
46517,297,Комфорт,Монолит-кирпич,1,Нет,0,A
46516,158,Комфорт,Монолит-кирпич,1,Нет,0,A
46515,173,Комфорт,Монолит-кирпич,1,Нет,0,A
46491,373,Бизнес,Монолит-кирпич,1,Нет,171,B
46106,418,Комфорт,Монолит-кирпич,1,Нет,287,B
46105,941,Комфорт,Монолит-кирпич,1,Нет,320,B
46104,200,Бизнес,Другое,1,Нет,43,B
46103,296,Бизнес,Другое,1,Нет,97,B
46102,329,Бизнес,Другое,1,Нет,71,B
46101,592,Бизнес,Другое,1,Нет,114,B
46099,610,Бизнес,Другое,1,Нет,116,B
45996,342,Типовой,Монолит-кирпич,1,Нет,0,B
45995,342,Типовой,Монолит-кирпич,1,Нет,0,B
45994,342,Типовой,Монолит-кирпич,1,Нет,0,B
45986,430,Типовой,Монолит-кирпич,1,Нет,0,B
45985,720,Типовой,Монолит-кирпич,1,Нет,0,B
45968,747,Комфорт,Другое,1,Нет,100,C
45891,261,Комфорт,Монолит-кирпич,1,Есть,0,A
45887,743,Комфорт,Другое,1,Нет,0,B
45865,148,Комфорт,Другое,1,Нет,0,B
45864,519,Комфорт,Другое,1,Нет,0,B
45734,358,Комфорт,Монолит-кирпич,0,Нет,61,B
45577,191,Комфорт,Монолит-кирпич,1,Нет,0,A
45576,230,Комфорт,Монолит-кирпич,1,Нет,0,A
45575,229,Комфорт,Монолит-кирпич,1,Нет,0,A
45574,55,Комфорт,Монолит-кирпич,1,Нет,0,A
45533,79,Комфорт,Монолит-кирпич,1,Нет,0,C
45376,388,Комфорт,Монолит-кирпич,1,Нет,126,B
45216,814,Бизнес,Другое,1,Нет,356,B
45215,406,Бизнес,Другое,1,Нет,213,B
45186,262,Комфорт,Монолит-кирпич,0,Нет,65,A
45146,583,Комфорт,Монолит-кирпич,1,Нет,203,B
44842,406,Типовой,Монолит-кирпич,1,Нет,0,B
44723,140,Бизнес,Монолит-кирпич,0,Есть,76,B
44434,1787,Комфорт,Монолит-кирпич,1,Нет,0,B
44424,171,Бизнес,Другое,1,Нет,47,A
44414,517,Бизнес,Другое,1,Нет,298,A
44324,963,Комфорт,Монолит-кирпич,1,Нет,262,A
44016,647,Комфорт,Другое,1,Нет,100,C
43972,37,Комфорт,Другое,0,Нет,0,B
43857,979,Комфорт,Другое,1,Нет,102,C
43845,236,Комфорт,Монолит-кирпич,0,Нет,0,B
43844,273,Комфорт,Монолит-кирпич,0,Нет,0,B
43843,271,Комфорт,Монолит-кирпич,0,Нет,177,B
43842,1305,Комфорт,Монолит-кирпич,0,Нет,203,B
43827,40,Комфорт,Другое,0,Нет,0,B
43815,198,Комфорт,Другое,1,Нет,30,C
43798,43,Комфорт,Другое,0,Нет,0,B
43509,965,Комфорт,Другое,1,Нет,133,C
43506,923,Комфорт,Другое,1,Нет,100,C
43501,671,Комфорт,Другое,1,Нет,100,C
43453,164,Комфорт,Монолит-кирпич,1,Есть,0,C
43452,84,Комфорт,Монолит-кирпич,1,Есть,0,C
43218,294,Комфорт,Монолит-кирпич,1,Нет,0,C
43215,1298,Комфорт,Монолит-кирпич,1,Нет,354,C
43149,875,Комфорт,Монолит-кирпич,1,Нет,595,B
43148,247,Комфорт,Монолит-кирпич,1,Нет,0,B
43047,547,Комфорт,Монолит-кирпич,1,Нет,193,C
42933,358,Комфорт,Монолит-кирпич,0,Нет,60,B
42913,163,Комфорт,Монолит-кирпич,1,Нет,36,C
42911,80,Типовой,Монолит-кирпич,1,Нет,14,B
42900,822,Бизнес,Монолит,1,Нет,327,B
42866,244,Бизнес,Монолит-кирпич,1,Нет,0,A
42506,727,Комфорт,Монолит-кирпич,0,Нет,159,B
42505,314,Комфорт,Монолит-кирпич,0,Нет,94,B
42463,704,Комфорт,Монолит-кирпич,1,Нет,0,B
42462,572,Комфорт,Монолит-кирпич,1,Нет,265,B
42461,495,Комфорт,Монолит-кирпич,1,Нет,180,B
42416,1150,Комфорт,Монолит-кирпич,1,Нет,0,B
42389,220,Комфорт,Монолит-кирпич,1,Нет,65,B
41929,72,Комфорт,Монолит-кирпич,1,Нет,0,B
41854,494,Бизнес,Монолит-кирпич,0,Нет,316,B
41723,227,Комфорт,Другое,0,Нет,0,C
41722,304,Комфорт,Другое,0,Нет,0,C
41635,233,Типовой,Монолит-кирпич,1,Нет,0,B
41599,66,Бизнес,Монолит-кирпич,1,Есть,45,C
41596,47,Комфорт,Монолит-кирпич,1,Нет,0,D
41595,46,Комфорт,Монолит-кирпич,1,Нет,0,D
41594,235,Комфорт,Монолит-кирпич,1,Нет,0,B
41593,279,Комфорт,Монолит-кирпич,1,Нет,0,C
41592,263,Комфорт,Монолит-кирпич,1,Нет,0,C
41591,306,Комфорт,Монолит-кирпич,1,Нет,0,B
41590,235,Комфорт,Монолит-кирпич,1,Нет,0,B
41471,322,Комфорт,Монолит-кирпич,1,Нет,200,B
41469,349,Комфорт,Монолит-кирпич,1,Нет,200,B
41468,253,Комфорт,Монолит-кирпич,1,Нет,0,B
41403,965,Комфорт,Другое,1,Нет,103,B
41402,320,Комфорт,Монолит-кирпич,1,Нет,0,C
41401,120,Комфорт,Монолит-кирпич,1,Нет,0,C
41400,180,Комфорт,Монолит-кирпич,1,Нет,0,C
41399,123,Комфорт,Монолит-кирпич,1,Нет,0,C
41398,89,Комфорт,Монолит-кирпич,1,Нет,0,C
41397,408,Комфорт,Монолит-кирпич,1,Нет,0,C
41396,90,Комфорт,Монолит-кирпич,1,Нет,0,C
41395,123,Комфорт,Монолит-кирпич,1,Нет,0,C
41394,360,Комфорт,Монолит-кирпич,1,Нет,0,C
41393,90,Комфорт,Монолит-кирпич,1,Нет,0,C
41392,123,Комфорт,Монолит-кирпич,1,Нет,0,C
41391,360,Комфорт,Монолит-кирпич,1,Нет,0,C
41390,144,Комфорт,Монолит-кирпич,1,Нет,0,C
41383,292,Комфорт,Монолит,1,Нет,0,B
41382,623,Комфорт,Монолит,1,Нет,0,B
41381,263,Комфорт,Монолит,1,Нет,0,B
41380,266,Комфорт,Монолит,1,Нет,0,B
41379,266,Комфорт,Монолит,1,Нет,0,B
41373,248,Комфорт,Монолит,1,Нет,0,B
41368,355,Комфорт,Монолит,1,Нет,0,B
41367,338,Комфорт,Монолит,1,Нет,0,B
41366,472,Комфорт,Монолит,1,Нет,0,B
41365,472,Комфорт,Монолит,1,Нет,0,B
41364,347,Комфорт,Монолит,1,Нет,0,B
41362,444,Комфорт,Монолит,1,Нет,0,B
41361,496,Комфорт,Монолит,1,Нет,0,B
41358,274,Комфорт,Монолит,1,Нет,0,A
41357,274,Комфорт,Монолит,1,Нет,0,A
41355,274,Комфорт,Монолит,1,Нет,0,A
41354,274,Комфорт,Монолит,1,Нет,0,A
41227,240,Комфорт,Монолит-кирпич,1,Нет,0,A
41226,240,Комфорт,Монолит-кирпич,1,Есть,0,A
41224,210,Комфорт,Монолит-кирпич,1,Нет,0,A
41223,231,Комфорт,Монолит-кирпич,1,Нет,0,A
41222,231,Комфорт,Монолит-кирпич,1,Нет,0,A
41221,231,Комфорт,Монолит-кирпич,1,Нет,0,A
41068,138,Комфорт,Монолит-кирпич,0,Нет,94,A
40993,411,Комфорт,Монолит-кирпич,1,Нет,0,A
40992,411,Комфорт,Монолит-кирпич,1,Нет,0,A
